gene_id,entrez_id,gene_name,symbol,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
ENSG00000063515,2928,GSC2,GSC2,7,1,3,1,2,0,11,1,0,4,0,4
ENSG00000063587,10838,ZNF275,ZNF275,135,230,117,257,82,67,54,105,111,171,155,135
ENSG00000063601,8776,MTMR1,MTMR1,23,9,12,6,19,10,17,13,21,6,15,2
ENSG00000063660,2817,GPC1,GPC1,11,19,0,2,4,0,1,3,2,2,7,12
ENSG00000063761,57143,ADCK1,ADCK1,3,8,16,0,9,2,2,6,12,0,1,6
ENSG00000063854,3029,HAGH,HAGH,13,29,27,14,16,20,23,5,17,27,9,12
ENSG00000063978,6047,RNF4,RNF4,1,1,0,0,13,2,8,0,0,6,2,2
ENSG00000064012,841,CASP8,CASP8,0,0,0,0,0,1,5,0,0,0,0,0
ENSG00000064042,22998,LIMCH1,LIMCH1,2,2,15,4,1,0,2,8,4,4,3,3
ENSG00000064102,55726,ASUN,ASUN,92,40,19,39,43,28,26,50,43,46,56,22
ENSG00000064115,51768,TM7SF3,TM7SF3,3,0,2,0,4,0,7,0,2,1,0,8
ENSG00000064195,1747,DLX3,DLX3,24,65,53,69,52,34,27,36,39,24,38,35
ENSG00000064199,53340,SPA17,SPA17,32,119,102,110,117,150,143,79,69,74,188,60
ENSG00000064201,10077,TSPAN32,TSPAN32,3,0,0,9,0,1,0,3,6,0,5,0
ENSG00000064205,8839,WISP2,WISP2,137,74,86,117,135,104,80,129,101,122,102,101
ENSG00000064218,58524,DMRT3,DMRT3,4,0,3,0,0,2,0,1,0,0,0,1
ENSG00000064225,10402,ST3GAL6,ST3GAL6,1,3,11,5,2,0,3,11,2,2,6,0
ENSG00000064270,9914,ATP2C2,ATP2C2,0,2,0,2,4,0,0,4,4,4,2,2
ENSG00000064300,4804,NGFR,NGFR,133,104,164,216,97,84,63,158,84,83,129,92
ENSG00000064309,50937,CDON,CDON,42,23,55,41,35,62,28,58,24,16,25,23
ENSG00000064313,6873,TAF2,TAF2,15,4,22,7,3,23,43,2,6,24,24,18
ENSG00000064393,28996,HIPK2,HIPK2,111,139,102,76,124,55,147,128,131,74,150,82
ENSG00000064419,23534,TNPO3,TNPO3,45,25,23,42,54,66,78,16,12,28,20,28
ENSG00000064489,729991,MEF2BNB-MEF2B,MEF2BNB-MEF2B,32,11,33,11,21,40,29,44,35,16,24,12
ENSG00000064490,8625,RFXANK,RFXANK,29,21,21,25,12,2,20,25,7,5,12,31
ENSG00000064545,54929,TMEM161A,TMEM161A,262,451,414,500,270,378,324,137,222,218,415,115
ENSG00000064547,9170,LPAR2,LPAR2,76,31,71,54,73,98,132,53,64,89,34,102
ENSG00000064601,5476,CTSA,CTSA,38,67,71,52,35,85,97,56,124,123,109,94
ENSG00000064607,10147,SUGP2,SUGP2,84,98,122,97,56,116,79,56,114,115,48,75
ENSG00000064651,6558,SLC12A2,SLC12A2,5,10,16,7,14,11,2,3,1,8,4,7
ENSG00000064652,28966,SNX24,SNX24,45,26,34,27,67,47,74,59,12,30,46,61
ENSG00000064655,2139,EYA2,EYA2,15,26,16,7,23,14,21,11,31,22,23,54
ENSG00000064666,1265,CNN2,CNN2,29,66,80,43,29,15,25,23,28,34,61,34
ENSG00000064687,10347,ABCA7,ABCA7,143,214,152,118,85,131,138,95,117,55,124,143
ENSG00000064692,9627,SNCAIP,SNCAIP,43,35,6,32,6,12,15,3,26,27,9,41
ENSG00000064703,11218,DDX20,DDX20,21,38,25,15,21,30,42,42,25,30,29,16
ENSG00000064726,53339,BTBD1,BTBD1,4,1,5,29,18,4,10,14,5,10,5,28
ENSG00000064763,55711,FAR2,FAR2,11,3,6,4,4,2,3,3,8,0,3,5
ENSG00000064787,8537,BCAS1,BCAS1,6,16,15,6,33,14,30,13,20,25,25,25
ENSG00000064835,5449,POU1F1,POU1F1,8,8,14,11,14,13,11,11,17,39,29,12
ENSG00000064886,1117,CHI3L2,CHI3L2,0,1,1,12,2,3,0,5,2,4,1,15
ENSG00000064932,22904,SBNO2,SBNO2,5,16,3,32,9,5,2,4,30,11,9,6
ENSG00000064933,5378,PMS1,PMS1,13,6,1,0,1,3,0,11,1,0,7,0
ENSG00000064961,10362,HMG20B,HMG20B,53,33,62,19,27,91,47,42,82,54,47,30
ENSG00000064989,10203,CALCRL,CALCRL,2,0,3,2,1,0,0,1,4,0,3,0
ENSG00000064995,6882,TAF11,TAF11,0,1,0,1,0,2,6,2,0,2,0,0
ENSG00000064999,23294,ANKS1A,ANKS1A,7,56,6,19,7,10,38,34,21,7,15,27
ENSG00000065000,8943,AP3D1,AP3D1,521,443,293,243,251,384,330,375,312,294,267,291
ENSG00000065029,7629,ZNF76,ZNF76,44,27,14,32,41,44,24,37,32,59,19,23
ENSG00000065054,9351,SLC9A3R2,SLC9A3R2,14,12,16,2,22,56,15,18,21,25,14,21
ENSG00000065057,4913,NTHL1,NTHL1,6,0,4,2,12,8,6,2,4,13,18,6
ENSG00000065060,54887,UHRF1BP1,UHRF1BP1,1,0,3,2,2,10,0,0,4,1,11,1
ENSG00000065135,2773,GNAI3,GNAI3,26,5,9,36,9,75,31,28,20,34,45,37
ENSG00000065150,3843,IPO5,IPO5,57,36,76,60,26,38,78,46,51,43,39,34
ENSG00000065154,4942,OAT,OAT,1,1,9,6,9,0,8,0,0,0,0,1
ENSG00000065183,10885,WDR3,WDR3,20,70,37,57,20,33,24,40,62,33,22,47
ENSG00000065243,5586,PKN2,PKN2,52,19,22,35,33,25,62,53,39,26,13,32
ENSG00000065268,57418,WDR18,WDR18,7,0,0,1,1,0,0,3,0,6,1,0
ENSG00000065308,9697,TRAM2,TRAM2,85,33,62,13,62,100,18,114,14,95,89,35
ENSG00000065320,9423,NTN1,NTN1,8,2,10,10,7,0,13,24,12,7,15,3
ENSG00000065325,9340,GLP2R,GLP2R,124,71,46,60,16,34,32,111,68,87,65,59
ENSG00000065328,55388,MCM10,MCM10,0,1,1,1,2,3,0,1,0,0,0,2
ENSG00000065357,1606,DGKA,DGKA,129,80,91,76,38,38,132,59,66,64,60,30
ENSG00000065361,2065,ERBB3,ERBB3,12,25,15,20,5,36,28,19,28,30,24,34
ENSG00000065371,54763,ROPN1,ROPN1,2,0,11,0,0,4,0,0,0,9,0,1
ENSG00000065413,91526,ANKRD44,ANKRD44,1,1,14,1,5,12,13,17,5,5,4,5
ENSG00000065427,3735,KARS,KARS,149,163,70,138,239,186,149,106,153,155,217,110
ENSG00000065457,23536,ADAT1,ADAT1,7,3,2,5,6,6,1,8,0,13,6,8
ENSG00000065485,102465667,PDIA5,PDIA5,77,54,54,27,76,39,43,42,12,37,30,31
ENSG00000065491,55633,TBC1D22B,TBC1D22B,16,3,17,6,12,10,6,36,17,3,9,9
ENSG00000065518,4710,NDUFB4,NDUFB4,8,1,4,0,4,7,3,4,14,15,2,3
ENSG00000065526,23013,SPEN,SPEN,93,15,60,73,49,47,39,52,26,75,67,90
ENSG00000065534,4638,MYLK,MYLK,56,50,33,60,62,74,52,36,75,82,126,11
ENSG00000065548,55854,ZC3H15,ZC3H15,135,126,116,75,121,59,74,94,50,191,109,66
ENSG00000065559,6416,MAP2K4,MAP2K4,136,55,76,61,123,92,45,78,93,77,66,113
ENSG00000065600,55248,TMEM206,TMEM206,0,0,1,2,5,3,1,5,0,5,16,0
ENSG00000065609,9892,SNAP91,SNAP91,30,19,19,21,32,14,9,36,15,41,14,37
ENSG00000065613,9748,SLK,SLK,3,3,6,1,2,1,0,3,8,3,4,6
ENSG00000065615,51167,CYB5R4,CYB5R4,17,0,7,4,3,8,7,23,3,12,8,33
ENSG00000065618,1308,COL17A1,COL17A1,6,19,13,10,17,9,21,8,4,20,5,12
ENSG00000065621,119391,GSTO2,GSTO2,170,212,359,125,211,79,346,120,340,182,292,314
ENSG00000065665,55176,SEC61A2,SEC61A2,12,50,87,33,25,28,73,43,26,50,40,37
ENSG00000065675,5588,PRKCQ,PRKCQ,5,21,28,24,19,18,16,27,60,11,12,16
ENSG00000065717,7089,TLE2,TLE2,12,4,5,8,14,20,17,6,3,2,7,5
ENSG00000065802,51665,ASB1,ASB1,24,26,17,25,25,12,12,14,24,8,32,28
ENSG00000065809,83641,FAM107B,FAM107B,1,5,2,4,8,2,5,16,0,1,7,1
ENSG00000065833,4199,ME1,ME1,7,7,15,26,7,5,41,14,9,3,21,24
ENSG00000065882,23216,TBC1D1,TBC1D1,35,49,35,80,94,66,40,44,73,54,64,87
ENSG00000065883,8621,CDK13,CDK13,0,0,3,0,2,0,0,0,0,1,0,0
ENSG00000065911,10797,MTHFD2,MTHFD2,67,42,79,69,21,29,43,51,47,41,48,127
ENSG00000065923,84679,SLC9A7,SLC9A7,86,123,98,6,47,56,44,114,51,42,25,68
ENSG00000065970,55810,FOXJ2,FOXJ2,0,1,0,5,0,5,1,7,1,0,0,6
ENSG00000065978,4904,YBX1,YBX1,51,59,104,36,121,54,76,29,72,50,79,55
ENSG00000065989,5141,PDE4A,PDE4A,26,26,19,27,8,8,6,9,29,9,6,15
ENSG00000066027,5525,PPP2R5A,PPP2R5A,0,0,0,1,0,2,1,0,0,1,0,0
ENSG00000066032,1496,CTNNA2,CTNNA2,1,4,12,9,15,6,13,9,25,3,15,23
ENSG00000066044,1994,ELAVL1,ELAVL1,103,39,42,29,18,11,70,18,33,43,72,33
ENSG00000066056,7075,TIE1,TIE1,12,1,3,3,13,8,3,2,5,3,3,9
ENSG00000066084,57609,DIP2B,DIP2B,149,102,94,167,141,96,142,146,108,126,52,119
ENSG00000066117,6602,SMARCD1,SMARCD1,44,26,52,51,54,28,20,110,10,151,41,79
ENSG00000066135,9682,KDM4A,KDM4A,6,7,12,3,10,6,17,23,14,1,8,8
ENSG00000066136,4802,NFYC,NFYC,39,25,7,22,27,58,10,15,35,35,24,6
ENSG00000066185,84217,ZMYND12,ZMYND12,3,5,20,3,13,2,10,6,12,2,0,0
ENSG00000066230,6550,SLC9A3,SLC9A3,328,368,409,158,534,319,270,298,297,261,248,216
ENSG00000066248,25791,NGEF,NGEF,38,26,61,40,58,37,30,64,72,50,53,31
ENSG00000066279,259266,ASPM,ASPM,15,9,4,6,26,13,23,33,2,7,5,9
ENSG00000066294,8832,CD84,CD84,7,12,22,8,15,3,23,8,5,9,17,6
ENSG00000066322,102466723,ELOVL1,ELOVL1,74,234,161,123,126,137,203,230,137,227,98,326
ENSG00000066336,6688,SPI1,SPI1,9,2,2,0,8,1,4,4,0,5,5,3
ENSG00000066379,30834,ZNRD1,ZNRD1,55,89,90,64,46,91,96,93,190,147,146,133
ENSG00000066382,744,MPPED2,MPPED2,10,1,7,23,4,7,5,3,1,7,8,20
ENSG00000066405,51208,CLDN18,CLDN18,2,8,9,6,0,5,6,6,4,0,2,9
ENSG00000066422,27107,ZBTB11,ZBTB11,3,13,38,6,8,3,46,31,19,10,5,19
ENSG00000066427,4287,ATXN3,ATXN3,25,82,72,60,30,37,57,36,58,18,72,19
ENSG00000066455,9950,GOLGA5,GOLGA5,8,7,7,12,8,7,14,3,3,12,20,1
ENSG00000066468,2263,FGFR2,FGFR2,916,1165,1141,730,1134,1106,886,837,699,1030,756,633
ENSG00000066557,55631,LRRC40,LRRC40,211,103,177,156,90,125,184,182,181,188,167,92
ENSG00000066583,51015,ISOC1,ISOC1,55,44,51,69,44,35,30,50,38,54,11,48
ENSG00000066629,2009,EML1,EML1,38,21,32,46,33,37,39,18,67,34,35,28
ENSG00000066651,60487,TRMT11,TRMT11,10,24,5,12,11,24,10,9,2,9,0,15
ENSG00000066654,55623,THUMPD1,THUMPD1,102,114,156,103,107,99,31,86,66,56,42,106
ENSG00000066697,91283,MSANTD3,MSANTD3,9,6,26,12,5,15,12,29,20,20,25,37
ENSG00000066735,26153,KIF26A,KIF26A,16,13,12,10,16,25,8,26,16,5,23,58
ENSG00000066739,55102,ATG2B,ATG2B,165,216,99,247,224,165,183,262,238,94,175,331
ENSG00000066777,10565,ARFGEF1,ARFGEF1,13,31,18,11,4,30,14,16,5,6,13,8
ENSG00000066813,348158,ACSM2B,ACSM2B,8,4,26,16,6,17,14,3,5,6,6,13
ENSG00000066827,57623,ZFAT,ZFAT,47,80,114,71,51,90,56,101,92,93,40,120
ENSG00000066855,9650,MTFR1,MTFR1,1,0,4,3,0,3,7,9,1,0,2,0
